<<<<<<< HEAD
,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood
591,60,RL,97.0,13478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,Ex,TA,Ex,TA,Gd,GLQ,1338,Unf,0,384,1722,GasA,Ex,Y,SBrkr,1728,568,0,2296,1,0,2,1,3,1,Ex,10,Typ,1,4,BuiltIn,2008.0,RFn,3,842,TA,TA,Y,382,274,0,0,0,0,,,,0,6,2009,ConLI,Normal,451950,0,0,1,0,0,0
592,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,TA,Gd,No,GLQ,816,Unf,0,0,816,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,4,Typ,0,0,Detchd,1985.0,Fin,2,816,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,138000,0,0,1,0,0,0
593,120,RM,,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,Gd,TA,Av,GLQ,685,Unf,0,163,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,0,0,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,,,,0,5,2009,WD,Normal,140000,0,0,1,0,0,0
594,20,RL,88.0,7990,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Gd,TA,No,Unf,0,Unf,0,924,924,GasA,TA,Y,SBrkr,924,0,0,924,0,0,1,0,3,1,TA,5,Typ,0,0,Detchd,1981.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,4,2008,WD,Normal,110000,0,1,0,0,0,0
595,20,RL,69.0,11302,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238.0,Gd,TA,Gd,TA,Gd,GLQ,1422,Unf,0,392,1814,GasA,Ex,Y,SBrkr,1826,0,0,1826,1,0,2,0,3,1,Gd,7,Typ,1,3,Attchd,2005.0,Fin,3,758,TA,TA,Y,180,75,0,0,120,0,,,,0,8,2006,New,Partial,319000,0,0,1,0,0,0
596,70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,TA,TA,No,Unf,0,Unf,0,684,684,GasA,Ex,N,FuseA,684,684,0,1368,0,0,1,0,3,1,TA,7,Typ,0,0,Detchd,1930.0,Unf,1,216,TA,Fa,N,0,158,0,0,0,0,,,,0,10,2006,WD,Normal,114504,0,1,0,0,0,0
597,120,RL,53.0,3922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,Ex,TA,Av,Unf,0,Unf,0,1258,1258,GasA,Ex,Y,SBrkr,1402,0,0,1402,0,2,0,2,2,1,Gd,7,Typ,1,4,Attchd,2006.0,Fin,3,648,TA,TA,Y,120,16,0,0,0,0,,,,0,2,2007,New,Partial,194201,0,0,1,0,0,0
598,20,RL,80.0,12984,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459.0,TA,TA,Gd,TA,Mn,ALQ,1283,LwQ,147,0,1430,GasA,Ex,Y,SBrkr,1647,0,0,1647,1,0,2,0,3,1,Gd,7,Typ,1,3,Attchd,1977.0,Fin,2,621,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2006,WD,Normal,217500,0,1,0,0,0,0
599,160,RM,24.0,1950,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,Gd,TA,No,LwQ,81,GLQ,612,23,716,GasA,TA,Y,SBrkr,716,840,0,1556,1,0,2,1,3,1,TA,6,Typ,1,3,Attchd,1980.0,Fin,2,452,TA,TA,Y,161,0,0,0,0,0,,GdPrv,,0,7,2008,COD,Normal,151000,0,1,0,0,0,0
600,60,RL,74.0,10927,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,Gd,TA,Av,GLQ,546,Unf,0,512,1058,GasA,Ex,Y,SBrkr,1058,846,0,1904,1,0,2,1,3,1,Ex,8,Typ,1,4,BuiltIn,2003.0,Fin,2,736,TA,TA,Y,179,60,0,0,0,0,,,,0,6,2006,WD,Normal,275000,0,0,1,0,0,0
601,50,RM,50.0,9000,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,780,595,0,1375,0,0,1,1,3,1,Gd,6,Typ,1,4,Detchd,1979.0,Unf,1,544,TA,TA,P,0,162,0,0,126,0,,,,0,12,2007,WD,Normal,141000,0,0,1,0,0,0
602,60,RL,80.0,10041,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,Gd,TA,Mn,GLQ,789,Unf,0,119,908,GasA,Ex,Y,SBrkr,927,988,0,1915,1,0,2,1,3,1,Gd,8,Typ,1,3,Attchd,1992.0,Fin,2,506,TA,TA,Y,120,150,0,0,0,0,,,,0,2,2006,WD,Abnorml,220000,0,0,1,0,0,0
603,160,FV,30.0,3182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,600,600,0,1200,0,0,2,1,2,1,Gd,4,Typ,0,0,Detchd,2004.0,RFn,2,480,TA,TA,Y,0,172,0,0,0,0,,,,0,6,2010,WD,Normal,151000,0,0,1,0,0,0
604,20,RL,88.0,12803,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,Gd,TA,Gd,TA,Mn,GLQ,922,Unf,0,572,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,1,3,Attchd,2002.0,RFn,2,530,TA,TA,Y,192,36,0,0,0,0,,,,0,9,2008,WD,Normal,221000,0,0,1,0,0,0
605,60,RL,85.0,13600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,TA,TA,No,BLQ,454,Unf,0,314,768,GasA,TA,Y,SBrkr,1186,800,0,1986,0,0,2,1,3,1,TA,7,Typ,3,2,Attchd,1965.0,Unf,2,486,TA,TA,Y,0,42,0,0,189,0,,,,0,10,2009,WD,Normal,205000,0,1,0,0,0,0
606,20,RL,82.0,12464,Pave,,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,Gd,TA,No,GLQ,732,Unf,0,308,1040,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,Gd,6,Typ,0,0,Detchd,2000.0,Unf,2,576,TA,TA,Y,168,0,0,0,0,0,,GdPrv,,0,11,2009,WD,Normal,152000,0,0,1,0,0,0
607,20,RL,78.0,7800,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,TA,Gd,No,GLQ,603,Unf,0,293,896,GasA,Ex,Y,SBrkr,1112,896,0,2008,1,0,3,0,3,1,Ex,8,Typ,0,0,Attchd,1948.0,Unf,1,230,TA,TA,Y,103,0,0,0,0,0,,,,0,8,2006,WD,Normal,225000,0,1,0,0,0,0
608,70,RL,78.0,12168,Pave,,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Gd,TA,Mn,BLQ,428,Unf,0,537,965,GasA,TA,Y,SBrkr,1940,1254,0,3194,0,0,2,1,4,1,TA,10,Typ,2,4,Basment,1934.0,Unf,2,380,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2007,WD,Alloca,359100,0,0,1,0,0,0
609,20,RL,61.0,7943,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192.0,TA,Fa,TA,TA,Mn,Rec,903,Unf,0,126,1029,GasA,Gd,Y,SBrkr,1029,0,0,1029,1,0,1,0,3,1,TA,5,Typ,0,0,Attchd,1961.0,Unf,1,261,TA,TA,Y,64,0,39,0,0,0,,,,0,4,2007,WD,Normal,118500,0,1,0,0,0,0
610,60,RL,,11050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,Ex,TA,Mn,GLQ,904,Unf,0,536,1440,GasA,Ex,Y,SBrkr,1476,677,0,2153,1,0,2,1,3,1,Ex,8,Typ,2,5,Attchd,2000.0,Fin,3,736,TA,TA,Y,253,142,0,0,0,0,,,,0,5,2009,WD,Normal,313000,0,0,1,0,0,0
611,80,RL,,10395,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,233.0,TA,TA,Gd,TA,Av,ALQ,605,Unf,0,427,1032,GasA,TA,Y,SBrkr,1032,0,0,1032,0,1,2,0,3,1,TA,6,Typ,1,3,Attchd,1978.0,Unf,2,564,TA,TA,Y,0,0,0,0,0,0,,MnPrv,Shed,500,7,2007,WD,Normal,148000,0,1,0,0,0,0
612,60,RL,,11885,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,Gd,TA,Av,GLQ,990,Unf,0,309,1299,GasA,Ex,Y,SBrkr,1299,573,0,1872,1,0,2,1,3,1,Ex,7,Typ,1,3,BuiltIn,2001.0,RFn,2,531,TA,TA,Y,160,122,0,0,0,0,,,,0,11,2009,WD,Normal,261500,0,0,1,0,0,0
613,20,RL,70.0,8402,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Gd,TA,No,ALQ,206,Unf,0,914,1120,GasA,Ex,Y,SBrkr,1120,0,0,1120,0,0,1,0,3,1,TA,6,Typ,0,0,,,,0,0,,,Y,0,30,0,0,0,0,,,,0,12,2007,New,Partial,147000,0,0,1,0,0,0
614,180,RM,21.0,1491,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,Gd,TA,Av,LwQ,150,GLQ,480,0,630,GasA,Ex,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,0,,,,0,0,,,Y,96,24,0,0,0,0,,,,0,5,2010,WD,Normal,75500,0,1,0,0,0,0
615,85,RL,80.0,8800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,TA,TA,Gd,GLQ,763,Unf,0,173,936,GasA,Ex,Y,SBrkr,1054,0,0,1054,1,0,1,0,3,1,Gd,6,Typ,0,0,Attchd,1963.0,RFn,2,480,TA,TA,Y,120,0,0,0,0,0,,MnPrv,,0,5,2010,WD,Abnorml,137500,0,0,1,0,0,0
616,60,RL,,7861,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Gd,TA,No,GLQ,457,Unf,0,326,783,GasA,Ex,Y,SBrkr,807,702,0,1509,1,0,2,1,3,1,Gd,7,Typ,1,4,Attchd,2002.0,Fin,2,393,TA,TA,Y,100,75,0,0,0,0,,,,0,6,2006,WD,Normal,183200,0,0,1,0,0,0
617,45,RL,59.0,7227,Pave,,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,TA,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,832,0,0,832,0,0,1,0,2,1,Gd,4,Typ,0,0,Detchd,1962.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,105500,0,1,0,0,0,0
618,20,RL,90.0,11694,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,Ex,TA,Ex,TA,Av,GLQ,48,Unf,0,1774,1822,GasA,Ex,Y,SBrkr,1828,0,0,1828,0,0,2,0,3,1,Gd,9,Typ,1,4,Attchd,2007.0,Unf,3,774,TA,TA,Y,0,108,0,0,260,0,,,,0,7,2007,New,Partial,314813,0,0,1,0,0,0
619,60,RL,85.0,12244,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,Gd,TA,Gd,GLQ,871,Unf,0,611,1482,GasA,Ex,Y,SBrkr,1482,780,0,2262,1,0,2,1,4,1,Gd,10,Typ,2,4,Attchd,2003.0,Fin,3,749,TA,TA,Y,168,0,0,0,0,0,,,,0,8,2008,WD,Normal,305000,0,0,1,0,0,0
620,30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,TA,TA,No,BLQ,41,Unf,0,823,864,GasA,TA,N,FuseF,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,0,,,,0,0,,,N,0,0,100,0,0,0,,,,0,9,2008,WD,Normal,67000,1,0,0,0,0,0
621,60,RL,90.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,TA,TA,No,ALQ,956,Rec,182,384,1522,GasA,TA,Y,SBrkr,1548,1066,0,2614,0,0,2,1,4,1,TA,9,Typ,1,3,Attchd,1974.0,RFn,2,624,TA,TA,Y,38,243,0,0,0,0,,,,0,6,2008,WD,Normal,240000,0,1,0,0,0,0
622,20,RL,71.0,7064,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153.0,TA,TA,TA,TA,No,BLQ,560,Unf,0,420,980,GasA,TA,Y,SBrkr,980,0,0,980,0,0,1,0,3,1,TA,6,Typ,0,0,Detchd,1986.0,Unf,2,484,TA,TA,Y,192,0,0,0,0,0,,,,0,7,2009,WD,Normal,135000,0,1,0,0,0,0
623,160,FV,,2117,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,Gd,TA,No,GLQ,420,Unf,0,336,756,GasA,Ex,Y,SBrkr,756,756,0,1512,0,0,2,1,2,1,Gd,4,Typ,1,3,Detchd,2000.0,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,,,,0,6,2007,WD,Normal,168500,0,0,1,0,0,0
624,60,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,TA,TA,TA,TA,No,Rec,247,Unf,0,485,732,GasA,Gd,Y,SBrkr,1012,778,0,1790,1,0,1,2,4,1,TA,8,Min2,1,3,Attchd,1972.0,RFn,2,484,TA,TA,Y,148,0,0,0,147,0,,,,0,11,2006,WD,Normal,165150,0,1,0,0,0,0
625,20,RL,87.0,10000,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,TA,TA,No,Unf,0,Unf,0,1116,1116,GasA,TA,Y,SBrkr,1116,0,0,1116,0,0,1,1,3,1,TA,5,Typ,0,0,Attchd,1962.0,Unf,2,440,TA,TA,Y,0,0,0,0,385,0,,,,0,2,2010,WD,Normal,160000,0,1,0,0,0,0
626,20,RL,,12342,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,TA,TA,No,Unf,0,Unf,0,978,978,GasA,TA,Y,SBrkr,1422,0,0,1422,0,0,1,0,3,1,TA,6,Min1,1,3,Attchd,1960.0,RFn,1,286,TA,TA,Y,0,0,36,0,0,0,,GdWo,Shed,600,8,2007,WD,Normal,139900,0,1,0,0,0,0
627,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,TA,TA,TA,TA,Av,BLQ,674,LwQ,132,350,1156,GasA,Ex,Y,SBrkr,1520,0,0,1520,1,0,1,0,3,1,TA,7,Typ,2,4,Basment,1955.0,RFn,1,364,TA,TA,Y,0,0,189,0,0,0,,,,0,3,2010,WD,Normal,153000,0,1,0,0,0,0
628,60,RL,70.0,11606,Pave,,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,TA,TA,Gd,TA,Av,Rec,650,Unf,0,390,1040,GasA,TA,Y,SBrkr,1040,1040,0,2080,0,1,1,2,5,1,Fa,9,Typ,2,3,Attchd,1969.0,Unf,2,504,TA,TA,Y,335,0,0,0,0,0,,,,0,9,2007,WD,Family,135000,0,0,1,0,0,0
629,80,RL,82.0,9020,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,TA,TA,TA,TA,Gd,GLQ,624,Rec,336,288,1248,GasA,TA,Y,SBrkr,1350,0,0,1350,1,0,1,1,3,1,TA,6,Typ,0,0,Attchd,1964.0,RFn,2,520,TA,TA,Y,176,0,0,0,0,0,,GdPrv,,0,6,2008,WD,Normal,168500,0,1,0,0,0,0
630,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Fa,Fa,No,Unf,0,Unf,0,636,636,GasA,TA,Y,FuseA,1089,661,0,1750,0,0,1,0,3,1,Ex,8,Typ,0,0,Detchd,1937.0,Unf,1,240,Fa,Po,N,0,0,293,0,0,0,,MnPrv,,0,6,2006,WD,Abnorml,124000,1,0,0,0,0,0
631,120,RL,34.0,4590,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,Gd,Gd,Mn,GLQ,24,Unf,0,1530,1554,GasA,Ex,Y,SBrkr,1554,0,0,1554,0,0,2,0,2,1,Gd,6,Typ,1,4,Attchd,2006.0,RFn,2,627,TA,TA,Y,156,73,0,0,0,0,,,,0,8,2007,WD,Normal,209500,0,0,1,0,0,0
632,20,RL,85.0,11900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,TA,Gd,TA,TA,No,ALQ,822,Unf,0,564,1386,GasA,TA,Y,SBrkr,1411,0,0,1411,0,0,2,0,3,1,TA,6,Typ,1,3,Attchd,1977.0,Fin,2,544,TA,TA,Y,192,0,0,0,0,0,,,,0,4,2009,WD,Family,82500,0,1,0,0,0,0
633,20,RL,80.0,9250,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,TA,TA,No,BLQ,480,LwQ,468,108,1056,GasA,TA,Y,SBrkr,1056,0,0,1056,0,1,1,0,3,1,TA,6,Typ,0,0,Attchd,1954.0,Unf,1,260,TA,TA,Y,390,0,0,0,0,0,,,,0,7,2007,WD,Normal,139400,0,1,0,0,0,0
634,90,RL,64.0,6979,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,TA,TA,No,GLQ,1056,Unf,0,0,1056,GasA,Gd,Y,SBrkr,1056,0,0,1056,2,0,0,0,0,2,TA,4,Typ,0,0,Detchd,1980.0,Unf,2,576,TA,TA,Y,264,56,0,0,0,0,,GdPrv,Shed,600,6,2010,WD,Normal,144000,0,1,0,0,0,0
635,190,RH,60.0,10896,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,TA,Fa,No,LwQ,256,Unf,0,1184,1440,GasA,Ex,Y,FuseA,1440,1440,515,3395,0,0,2,0,8,2,Fa,14,Typ,0,0,,,,0,0,,,N,0,110,0,0,0,0,,,,0,3,2007,WD,Abnorml,200000,0,1,0,0,0,0
636,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,Fa,TA,Fa,No,Unf,0,Unf,0,264,264,Grav,Fa,N,FuseA,800,0,0,800,0,0,1,0,1,1,Fa,4,Maj1,1,1,,,,0,0,,,N,0,0,0,0,0,0,,,,0,1,2009,ConLw,Normal,60000,1,0,0,0,0,0
637,190,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,TA,TA,No,Unf,0,Unf,0,811,811,GasA,TA,Y,FuseA,811,576,0,1387,0,0,2,0,3,2,Gd,7,Typ,0,0,BuiltIn,1954.0,Unf,1,256,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2009,WD,Normal,93000,0,1,0,0,0,0
638,30,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,Fa,TA,No,Unf,0,Unf,0,796,796,GasA,Gd,Y,FuseA,796,0,0,796,0,0,1,0,2,1,TA,4,Typ,0,0,,,,0,0,,,P,328,0,164,0,0,0,,MnPrv,,0,5,2008,WD,Normal,85000,0,1,0,0,0,0
639,120,RL,53.0,3982,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Gd,Gd,Av,GLQ,1154,Unf,0,366,1520,GasA,Ex,Y,SBrkr,1567,0,0,1567,1,0,2,0,1,1,Ex,7,Typ,1,4,Attchd,2006.0,Fin,3,648,TA,TA,Y,312,0,0,0,0,0,,,,0,10,2006,New,Partial,264561,0,0,1,0,0,0
640,120,RL,62.0,12677,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,Ex,TA,Gd,GLQ,1218,Unf,0,300,1518,GasA,Ex,Y,SBrkr,1518,0,0,1518,0,0,1,1,1,1,Ex,6,Typ,1,4,Attchd,2003.0,RFn,2,588,TA,TA,Y,185,140,0,0,0,0,,,,0,4,2008,WD,Normal,274000,0,0,1,0,0,0
641,60,FV,,7050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Gd,TA,No,GLQ,738,Unf,0,319,1057,GasA,Ex,Y,SBrkr,1057,872,0,1929,1,0,2,1,3,1,Gd,7,Typ,1,3,Attchd,2001.0,Fin,2,650,TA,TA,Y,0,235,0,0,0,0,,,,0,5,2007,WD,Normal,226000,0,0,1,0,0,0
